CoC Number,CoC Name,Count Types,Year,Sheltered Total Homeless,Sheltered Total Homeless - Under 18,Sheltered Total Homeless - Age 18 to 24,Sheltered Total Homeless - Over 24,Sheltered Total Homeless - Female,Sheltered Total Homeless - Male,Sheltered Total Homeless - Transgender,Sheltered Total Homeless - Gender that is not Singularly Female or Male,Sheltered Total Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Sheltered Total Homeless - Hispanic/Latin(o)(a)(x),Sheltered Total Homeless - White,"Sheltered Total Homeless - Black, African American, or African",Sheltered Total Homeless - Asian or Asian American,"Sheltered Total Homeless - American Indian, Alaska Native, or Indigenous",Sheltered Total Homeless - Native Hawaiian or Other Pacific Islander,Sheltered Total Homeless - Multiple Races,Unsheltered Homeless,Unsheltered Homeless - Under 18,Unsheltered Homeless - Age 18 to 24,Unsheltered Homeless - Over 24,Unsheltered Homeless - Female,Unsheltered Homeless - Male,Unsheltered Homeless - Transgender,Unsheltered Homeless - Gender that is not Singularly Female or Male,Unsheltered Homeless - Non-Hispanic/Non-Latin(o)(a)(x),Unsheltered Homeless - Hispanic/Latin(o)(a)(x),Unsheltered Homeless - White,"Unsheltered Homeless - Black, African American, or African",Unsheltered Homeless - Asian or Asian American,"Unsheltered Homeless - American Indian, Alaska Native, or Indigenous",Unsheltered Homeless - Native Hawaiian or Other Pacific Islander,Unsheltered Homeless - Multiple Races,Sheltered Total Homeless - Gender Questioning,Unsheltered Homeless - Gender Questioning
PA-501,Harrisburg/Dauphin County CoC,Sheltered and Unsheltered Count,2021,322,73,17,232,113,209,0,0,289,33,106,177,1,0,0,38,36,0,2,34,9,27,0,0,30,6,23,6,0,0,1,6,,
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",Sheltered and Partial Unsheltered Count,2021,229,74,21,134,126,103,0,0,216,13,72,153,1,0,0,3,50,0,0,25,6,19,0,0,24,1,8,17,0,0,0,0,,
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",Sheltered-Only Count,2021,138,29,15,94,76,61,1,0,119,19,86,44,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",Sheltered and Unsheltered Count,2021,221,67,18,136,113,106,1,1,207,14,76,134,1,3,1,6,40,0,12,28,13,26,1,0,30,10,22,18,0,0,0,0,,
PA-505,Chester County CoC,Sheltered-Only Count,2021,327,87,14,226,126,201,0,0,286,41,164,151,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PA-506,Reading/Berks County CoC,Sheltered and Unsheltered Count,2021,506,91,63,352,186,320,0,0,302,204,352,116,0,0,3,35,7,0,0,7,1,6,0,0,5,2,6,1,0,0,0,0,,
PA-508,Scranton/Lackawanna County CoC,Sheltered and Unsheltered Count,2021,157,46,15,96,63,92,1,1,141,16,118,31,2,0,2,4,8,0,1,7,3,5,0,0,6,2,8,0,0,0,0,0,,
PA-509,Eastern Pennsylvania CoC,Sheltered-Only Count,2021,1396,420,135,841,692,700,3,1,1087,309,984,332,2,5,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PA-510,Lancaster City & County CoC,Sheltered-Only Count,2021,394,121,28,245,218,176,0,0,268,126,224,148,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PA-511,"Bristol, Bensalem/Bucks County CoC",Sheltered and Partial Unsheltered Count,2021,259,84,16,159,117,142,0,0,228,31,145,98,0,1,1,14,23,0,3,20,11,12,0,0, , , , , , , , ,,
PA-512,York City & County CoC,Sheltered and Unsheltered Count,2021,219,83,17,119,123,96,0,0,173,46,89,90,1,1,5,33,18,1,0,17,5,13,0,0,18,0,18,0,0,0,0,0,,
PA-600,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",Sheltered and Unsheltered Count,2021,627,127,50,450,240,382,4,1,580,47,244,311,5,2,0,65,65,0,1,64,26,39,0,0,64,1,26,38,0,0,0,1,,
PA-601,Western Pennsylvania CoC,Sheltered and Partial Unsheltered Count,2021,577,149,46,382,248,326,2,1,555,22,475,73,0,4,0,25,26, , , , , , , , , , , , , , , ,,
PA-603,Beaver County CoC,Sheltered and Partial Unsheltered Count,2021,136,59,9,68,85,51,0,0,133,3,76,45,0,1,0,14,2,1,0,1,1,1,0,0,2,0,0,2,0,0,0,0,,
PA-605,Erie City & County CoC,Sheltered-Only Count,2021,254,47,18,189,84,170,0,0,238,16,136,97,1,3,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PR-502,Puerto Rico Balance of Commonwealth CoC,Sheltered-Only Count,2021,314,54,14,246,125,188,1,0,11,303,139,62,2,5,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
PR-503,South-Southeast Puerto Rico CoC,Sheltered-Only Count,2021,125,1,4,120,26,96,3,0,3,122,61,18,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
RI-500,Rhode Island Statewide CoC,Sheltered and Partial Unsheltered Count,2021,1086,289,76,721,465,616,5,0,811,275,656,279,4,17,9,121,181,1,20,160,57,123,1,0,149,32,121,41,1,5,0,13,,
SC-500,Charleston/Low Country CoC,Sheltered and Unsheltered Count,2021,192,28,8,156,58,134,0,0,182,10,72,94,3,0,0,23,82,4,7,71,32,49,0,1,80,2,32,43,0,1,1,5,,
SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",Sheltered-Only Count,2021,783,118,51,614,247,536,0,0,741,42,369,376,1,5,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SC-502,Columbia/Midlands CoC,Sheltered and Partial Unsheltered Count,2021,695,116,63,516,265,429,1,0,683,12,200,473,3,4,0,15,243, , , , , , , , , , , , , , , ,,
SC-503,"Myrtle Beach, Sumter City & County CoC",Sheltered and Unsheltered Count,2021,372,59,12,301,154,218,0,0,366,6,169,191,1,1,0,10,840,179,74,587,426,408,5,1,819,21,394,400,0,11,2,33,,
SD-500,South Dakota Statewide CoC,Sheltered-Only Count,2021,817,200,88,529,356,458,1,2,768,49,256,56,7,479,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TN-500,Chattanooga/Southeast Tennessee CoC,Sheltered and Unsheltered Count,2021,255,28,9,218,79,176,0,0,253,2,154,92,1,0,0,8,1227,77,60,1090,318,909,0,0,1214,13,1112,115,0,0,0,0,,
TN-501,Memphis/Shelby County CoC,Sheltered and Unsheltered Count,2021,537,99,25,413,162,375,0,0,532,5,101,411,0,3,0,22,202,0,13,189,40,144,0,18,202,0,66,134,0,0,0,2,,
TN-502,Knoxville/Knox County CoC,Sheltered and Partial Unsheltered Count,2021,545,46,49,450,241,303,1,0,514,31,400,112,0,3,1,29,241,1,14,226, , , , , , , , , , , , ,,
TN-503,Central Tennessee CoC,Sheltered and Partial Unsheltered Count,2021,232,87,10,135,132,100,0,0,222,10,97,127,0,1,0,7,60,0,0,0,18,42,0,0,57,3,45,15,0,0,0,0,,
TN-504,Nashville-Davidson County CoC,Sheltered-Only Count,2021,1107,77,43,987,301,802,4,0,1073,34,528,535,13,6,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TN-506,Upper Cumberland CoC,Sheltered and Partial Unsheltered Count,2021,155,12,9,134,58,96,1,0,152,3,145,9,1,0,0,0,227, , , , , , , , , , , , , , , ,,
TN-507,Jackson/West Tennessee CoC,Sheltered and Unsheltered Count,2021,114,17,5,92,46,68,0,0,113,1,69,43,0,2,0,0,777,172,54,551,360,417,0,0,763,14,462,284,4,2,0,25,,
TN-509,Appalachian Regional CoC,Sheltered and Unsheltered Count,2021,199,46,13,140,70,129,0,0,195,4,178,14,0,3,2,2,111,2,4,105,36,74,0,1,109,2,90,15,0,2,3,1,,
TN-510,Murfreesboro/Rutherford County CoC,Sheltered and Partial Unsheltered Count,2021,177,30,6,141,101,73,3,0,172,5,119,50,0,2,0,6,185,0,11,174,43,140,2,0,174,11,150,29,0,1,0,5,,
TN-512,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",Sheltered and Unsheltered Count,2021,122,25,7,90,69,53,0,0,117,5,112,6,0,1,1,2,350,46,10,294,224,125,0,1,333,17,319,26,0,2,3,0,,
TX-500,San Antonio/Bexar County CoC,Sheltered-Only Count,2021,1499,305,86,1108,589,904,6,0,755,744,1128,340,8,13,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TX-503,Austin/Travis County CoC,Sheltered and Unsheltered Count,2021,716,235,49,432,318,394,4,0,456,260,378,286,3,3,1,45,2238,435,202,1601,983,1242,11,2,1538,700,1266,797,14,24,3,134,,
TX-600,"Dallas City & County, Irving CoC",Sheltered and Unsheltered Count,2021,3138,372,200,2566,978,2149,8,3,2815,323,1076,1899,45,31,6,81,1432,0,49,1383,364,1060,7,1,1203,229,746,624,13,20,8,21,,
TX-601,"Fort Worth, Arlington/Tarrant County CoC",Sheltered and Unsheltered Count,2021,821,205,89,527,393,428,0,0,697,124,314,468,7,3,15,14,479,0,14,465,131,347,0,1,441,38,323,143,2,7,4,0,,
TX-603,El Paso City & County CoC,Sheltered-Only Count,2021,528,114,79,335,222,304,2,0,129,399,479,27,2,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TX-604,Waco/McLennan County CoC,Sheltered and Unsheltered Count,2021,102,28,8,66,46,56,0,0,66,36,77,22,0,0,0,3,41,0,3,38,10,31,0,0,31,10,29,11,0,0,0,1,,
TX-607,Texas Balance of State CoC,Sheltered-Only Count,2021,2562,822,195,1545,1281,1268,5,8,1707,855,1718,723,21,28,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TX-611,Amarillo CoC,Sheltered and Unsheltered Count,2021,183,38,7,138,76,107,0,0,137,46,149,13,4,0,0,17,304,0,14,290,78,226,0,0,240,64,196,52,1,10,0,45,,
TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",Sheltered-Only Count,2021,156,30,36,90,74,82,0,0,129,27,131,21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TX-700,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",Sheltered and Unsheltered Count,2021,1537,394,139,1004,806,725,5,1,1293,244,532,928,25,15,5,32,1510,0,48,1462,286,1218,6,0,1343,167,679,796,10,10,3,12,,
TX-701,"Bryan, College Station/Brazos Valley CoC",Sheltered and Partial Unsheltered Count,2021,33,3,0,30,12,21,0,0,30,3,17,16,0,0,0,0,16,0, , , , , , , , , , , , , , ,,
UT-500,Salt Lake City & County CoC,Sheltered and Partial Unsheltered Count,2021,1691,260,99,1332,677,998,8,8,1309,382,1275,205,21,81,35,74,623, , , , , , , , , , , , , , , ,,
UT-503,Utah Balance of State CoC,Sheltered and Partial Unsheltered Count,2021,617,203,49,365,309,306,2,0,470,147,525,40,4,19,6,23,439, , , , , , , , , , , , , , , ,,
UT-504,Provo/Mountainland CoC,Sheltered and Partial Unsheltered Count,2021,102,33,5,64,49,53,0,0,79,23,89,7,1,2,3,0,93, , , , , , , , , , , , , , , ,,
VA-500,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",Sheltered and Partial Unsheltered Count,2021,736,162,53,521,322,409,5,0,725,11,144,554,6,2,1,29,98, , , , , , , , , , , , , , , ,,
VA-501,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",Sheltered-Only Count,2021,564,76,26,462,221,342,1,0,543,21,127,402,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
VA-502,"Roanoke City & County, Salem CoC",Sheltered and Unsheltered Count,2021,238,35,4,199,78,160,0,0,227,11,146,75,2,4,0,11,12,0,0,12,5,7,0,0,12,0,9,3,0,0,0,0,,
VA-503,Virginia Beach CoC,Sheltered and Unsheltered Count,2021,317,67,21,229,145,169,2,1,296,21,120,171,2,2,2,20,31,0,0,31,11,20,0,0,29,2,21,8,1,0,0,1,,
VA-504,Charlottesville CoC,Sheltered and Partial Unsheltered Count,2021,149,10,3,136,64,84,1,0,143,6,88,54,2,3,0,2,28,0,1,27,8,20,0,0,26,2,16,9,0,1,0,2,,
VA-505,"Newport News, Hampton/Virginia Peninsula CoC",Sheltered and Unsheltered Count,2021,292,80,15,197,109,182,1,0,272,20,78,196,0,1,0,17,30,0,1,29,9,21,0,0,29,1,11,14,1,1,0,3,,
VA-507,Portsmouth CoC,Sheltered and Unsheltered Count,2021,76,28,4,44,39,37,0,0,75,1,8,63,0,0,4,1,16,0,0,16,3,13,0,0,15,1,5,11,0,0,0,0,,
VA-508,Lynchburg CoC,Sheltered and Unsheltered Count,2021,34,7,3,24,12,21,1,0,33,1,20,14,0,0,0,0,13,0,0,13,3,10,0,0,12,1,7,5,0,0,0,1,,
VA-513,"Harrisburg, Winchester/Western Virginia CoC",Sheltered-Only Count,2021,267,44,19,204,104,162,1,0,252,15,198,41,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
VA-514,"Fredericksburg/Spotsylvania, Stafford Counties CoC",Sheltered and Unsheltered Count,2021,162,25,11,126,54,108,0,0,155,7,78,61,0,0,0,23,18,4,2,12,6,12,0,0,12,6,14,4,0,0,0,0,,
VA-521,Virginia Balance of State CoC,Sheltered and Partial Unsheltered Count,2021,801,217,35,549,382,418,0,1,762,39,500,233,8,1,2,57,69,12,6,51,34,35,0,0,67,2,39,26,0,0,0,4,,
VA-600,Arlington County CoC,Sheltered and Unsheltered Count,2021,144,24,8,112,56,88,0,0,123,21,34,86,6,2,0,16,27,0,2,25,4,23,0,0,17,10,17,6,4,0,0,0,,
VA-601,Fairfax County CoC,Sheltered and Unsheltered Count,2021,1165,296,90,779,474,686,2,3,942,223,418,605,70,12,5,55,57,0,1,56,14,42,1,0,45,12,38,16,0,0,0,3,,
VA-602,Loudoun County CoC,Sheltered and Partial Unsheltered Count,2021,52,14,8,30,30,21,0,1,47,5,23,23,0,0,0,6,28, , , , , , , , , , , , , , , ,,
VA-603,Alexandria CoC,Sheltered and Unsheltered Count,2021,98,27,4,67,41,57,0,0,91,7,16,79,1,0,0,2,8,0,0,8,3,5,0,0,7,1,5,3,0,0,0,0,,
VA-604,Prince William County CoC,Sheltered and Unsheltered Count,2021,240,62,17,161,110,129,1,0,201,39,80,135,2,1,1,21,42,0,2,40,12,29,1,0,33,9,22,8,0,1,0,11,,
VI-500,Virgin Islands CoC,Sheltered and Unsheltered Count,2021,64,0,0,64,28,36,0,0,62,2,0,64,0,0,0,0,113,1,1,111,22,91,0,0,100,13,5,102,2,2,0,2,,
VT-500,Vermont Balance of State CoC,Sheltered-Only Count,2021,1891,306,194,1391,863,1019,5,4,1827,64,1716,84,7,19,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
VT-501,Burlington/Chittenden County CoC,Sheltered-Only Count,2021,700,54,73,573,304,391,3,2,653,47,550,95,18,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WA-500,Seattle/King County CoC,Sheltered-Only Count,2021,5183,1327,425,3431,2204,2921,35,23,4414,769,2327,1920,113,204,190,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WA-501,Washington Balance of State CoC,Sheltered-Only Count,2021,3462,870,281,2311,1557,1872,21,12,2783,679,2687,262,33,239,58,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WA-502,Spokane City & County CoC,Sheltered-Only Count,2021,992,170,79,743,383,593,13,3,877,115,735,110,8,63,18,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WA-503,"Tacoma, Lakewood/Pierce County CoC",Sheltered-Only Count,2021,1005,223,70,712,417,582,4,2,857,148,501,213,12,43,57,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WA-504,Everett/Snohomish County CoC,Sheltered-Only Count,2021,494,116,13,365,209,280,4,1,443,51,336,62,16,32,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WA-508,Vancouver/Clark County CoC,Sheltered-Only Count,2021,375,105,39,231,187,188,0,0,329,46,285,28,2,13,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WI-500,Wisconsin Balance of State CoC,Sheltered and Unsheltered Count,2021,2291,728,127,1436,1085,1197,7,2,2096,195,1484,442,15,167,9,174,129,13,9,107,29,100,0,0,121,8,114,6,0,4,0,5,,
WI-501,Milwaukee City & County CoC,Sheltered and Unsheltered Count,2021,800,133,54,613,304,490,5,1,693,107,293,471,5,7,4,20,17,0,0,17,6,11,0,0,16,1,9,4,1,1,0,2,,
WI-502,Racine City & County CoC,Sheltered and Unsheltered Count,2021,137,24,3,110,45,91,1,0,125,12,73,52,0,0,1,11,8,0,0,8,1,7,0,0,8,0,4,2,0,0,0,2,,
WI-503,Madison/Dane County CoC,Sheltered and Unsheltered Count,2021,768,209,34,525,325,439,2,2,719,49,308,383,5,14,4,54,87,0,8,79,21,64,0,2,84,3,67,14,1,1,0,4,,
WV-500,"Wheeling, Weirton Area CoC",Sheltered-Only Count,2021,86,2,12,72,35,49,1,1,83,3,68,8,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
WV-501,"Huntington/Cabell, Wayne Counties CoC",Sheltered and Unsheltered Count,2021,75,4,3,68,26,47,2,0,72,3,62,5,0,1,1,6,95,0,0,95,22,73,0,0,92,3,83,6,0,1,0,5,,
WV-503,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",Sheltered and Unsheltered Count,2021,234,29,6,199,87,147,0,0,233,1,175,54,0,0,0,5,29,0,0,29,6,23,0,0,28,1,21,7,0,0,0,1,,
WV-508,West Virginia Balance of State CoC,Sheltered and Unsheltered Count,2021,428,59,40,329,183,245,0,0,418,10,353,45,3,3,1,23,191,6,19,166,79,111,1,0,189,2,172,15,0,0,0,4,,
WY-500,Wyoming Statewide CoC,Sheltered-Only Count,2021,405,116,32,257,239,165,0,1,375,30,360,8,0,13,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
AK-500,Anchorage CoC,Sheltered and Unsheltered Count,2022,1369,182,135,1052,532,828,8,1,1298,71,397,103,37,468,170,194,125,0,10,115,39,86,0,0,115,10,49,0,0,65,2,9,0,0
AK-501,Alaska Balance of State CoC,Sheltered and Unsheltered Count,2022,594,126,46,422,225,367,0,2,574,20,225,15,5,256,12,81,232,20,12,200,96,136,0,0,219,13,147,3,0,62,2,18,0,0
AL-500,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",Sheltered and Unsheltered Count,2022,601,82,38,481,183,409,8,1,581,20,176,400,2,6,0,17,342,0,5,337,83,256,1,2,330,12,112,219,0,4,0,7,0,0
AL-501,Mobile City & County/Baldwin County CoC,Sheltered and Unsheltered Count,2022,388,143,20,225,179,208,1,0,370,18,125,244,1,2,2,14,197,5,10,182,51,144,1,1,194,3,88,102,0,1,0,6,0,0
AL-502,Florence/Northwest Alabama CoC,Sheltered-Only Count,2022,198,56,18,124,163,35,0,0,155,43,137,49,0,0,0,12,34,0,0,34,7,27,0,0,0,0,24,10,0,0,0,0,0,0
AL-503,Huntsville/North Alabama CoC,Sheltered and Unsheltered Count,2022,318,100,32,186,154,161,0,0,289,29,135,138,11,10,1,23,231,6,6,219,77,153,1,0,228,3,150,52,3,3,0,23,3,0
AL-504,Montgomery City & County CoC,Sheltered and Unsheltered Count,2022,232,28,13,191,54,178,0,0,229,3,59,166,1,0,1,5,46,0,0,46,12,34,0,0,46,0,15,28,0,0,0,3,0,0
AL-505,Gadsden/Northeast Alabama CoC,Sheltered and Unsheltered Count,2022,40,0,2,38,20,20,0,0,40,0,33,7,0,0,0,0,150,2,9,139,50,100,0,0,148,2,78,72,0,0,0,0,0,0
AL-506,Tuscaloosa City & County CoC,Sheltered and Unsheltered Count,2022,39,4,0,35,20,19,0,0,38,1,5,33,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
AL-507,Alabama Balance of State CoC,Sheltered and Unsheltered Count,2022,356,106,41,209,206,150,0,0,340,16,65,267,2,4,0,18,579,258,23,298,374,204,1,0,556,23,208,364,0,2,3,2,0,0
AR-500,Little Rock/Central Arkansas CoC,Sheltered and Unsheltered Count,2022,363,26,56,281,109,253,0,1,287,76,168,168,0,10,2,15,496,77,77,342,176,319,0,1,422,74,250,227,12,6,0,1,0,0
AR-501,Fayetteville/Northwest Arkansas CoC,Sheltered and Unsheltered Count,2022,243,75,13,155,98,142,2,1,215,28,176,39,4,6,2,16,100,5,3,92,25,74,1,0,96,4,90,3,0,4,1,2,0,0
AR-503,Arkansas  Balance of State  CoC,Sheltered-Only Count,2022,286,45,36,205,116,168,1,1,278,8,212,62,0,3,0,9,528,5,51,472,201,326,0,1,468,60,449,70,0,6,0,3,0,0
AR-505,Southeast Arkansas CoC,Sheltered and Unsheltered Count,2022,61,10,5,46,22,39,0,0,55,6,36,22,0,0,0,3,8,0,2,6,2,6,0,0,8,0,3,5,0,0,0,0,0,0
AR-508,Fort Smith CoC,Sheltered and Unsheltered Count,2022,210,0,0,210,59,151,0,0,206,4,157,39,0,3,0,11,164,0,0,164,53,111,0,0,152,12,140,10,0,14,0,0,0,0
AZ-500,Arizona Balance of State CoC,Sheltered and Unsheltered Count,2022,951,181,44,726,421,526,3,1,765,186,596,72,2,160,19,102,1349,70,66,1213,457,881,0,11,1141,208,1026,51,2,92,2,176,0,0
AZ-501,Tucson/Pima County CoC,Sheltered and Unsheltered Count,2022,578,92,52,434,222,344,7,5,376,202,422,82,5,19,1,49,1649,140,173,1336,647,989,7,6,969,680,1125,206,9,147,27,135,0,0
AZ-502,"Phoenix, Mesa/Maricopa County CoC",Sheltered and Unsheltered Count,2022,3997,1112,277,2608,1731,2239,15,10,2959,1038,2212,1296,48,176,19,246,5029,128,472,4429,1406,3615,5,2,3912,1117,3430,1033,21,345,39,161,2,1
CA-500,San Jose/Santa Clara City & County CoC,Sheltered and Unsheltered Count,2022,2320,427,168,1725,910,1389,9,9,1166,1154,1363,335,151,153,54,264,7708,112,1022,6574,2812,4710,97,80,4138,3570,4645,1091,432,574,195,771,3,9
CA-501,San Francisco CoC,Sheltered and Unsheltered Count,2022,3357,303,207,2847,1142,2151,43,21,2517,840,1441,1485,122,39,52,218,4397,120,822,3455,1481,2651,181,63,2880,1517,1871,1472,305,297,175,277,0,21
CA-502,"Oakland, Berkeley/Alameda County CoC",Sheltered and Unsheltered Count,2022,2612,307,208,2097,995,1591,15,11,2124,488,791,1382,83,104,40,212,7135,276,596,6263,2581,4445,34,41,5228,1907,2974,2801,367,314,222,457,0,34
CA-503,Sacramento City & County CoC,Sheltered and Unsheltered Count,2022,2614,562,263,1789,1218,1359,21,16,2087,527,1210,1030,58,64,46,206,6664,216,373,6075,1806,4691,95,72,5344,1320,3101,1870,167,614,117,795,0,0
CA-504,"Santa Rosa, Petaluma/Sonoma County CoC",Sheltered and Unsheltered Count,2022,805,83,27,695,320,483,0,2,592,213,578,59,9,88,8,63,2088,23,480,1585,685,1331,39,22,1585,503,1356,172,30,185,37,308,0,11
CA-505,Richmond/Contra Costa County CoC,Sheltered and Unsheltered Count,2022,764,82,45,637,388,369,5,2,582,182,340,273,13,81,15,42,2329,24,183,2122,880,1324,0,24,1771,558,1248,713,16,208,64,80,0,101
CA-506,"Salinas/Monterey, San Benito Counties CoC",Sheltered and Unsheltered Count,2022,779,233,27,519,348,430,0,1,308,471,592,74,16,32,20,45,1625,8,199,1418,308,1287,12,18,748,877,825,236,95,276,45,148,0,0
CA-507,Marin County CoC,Sheltered and Unsheltered Count,2022,291,80,15,196,140,150,1,0,195,96,204,70,0,8,0,9,830,59,125,646,298,513,7,12,666,164,525,175,25,39,19,47,0,0
CA-508,Watsonville/Santa Cruz City & County CoC,Sheltered and Unsheltered Count,2022,525,84,19,422,322,201,1,1,326,199,426,37,3,26,4,29,1774,8,218,1548,419,1325,10,20,1076,698,1274,233,20,53,7,187,0,0
CA-509,Mendocino County CoC,Sheltered and Unsheltered Count,2022,270,62,17,191,132,134,2,1,210,60,196,13,5,37,1,18,560,9,26,525,133,391,14,20,493,67,501,6,2,36,6,9,1,2
CA-510,"Turlock, Modesto/Stanislaus County CoC",Sheltered and Unsheltered Count,2022,911,179,56,676,364,539,0,6,598,313,673,114,21,41,10,52,946,4,36,906,274,668,0,3,628,318,701,86,15,73,16,55,2,1
CA-511,Stockton/San Joaquin County CoC,Sheltered and Unsheltered Count,2022,964,328,64,572,432,530,0,1,649,315,533,248,31,26,19,107,1355,1,32,1322,459,891,2,1,944,411,930,271,35,23,7,89,1,2
CA-512,Daly/San Mateo County CoC,Sheltered and Unsheltered Count,2022,716,185,38,493,307,406,1,2,441,275,424,125,33,27,63,44,1092,31,34,1027,271,805,8,8,518,574,675,223,72,67,0,55,0,0
CA-513,"Visalia/Kings, Tulare Counties CoC",Sheltered and Unsheltered Count,2022,412,67,44,301,197,214,1,0,217,195,303,60,3,25,11,10,823,20,26,777,264,555,0,1,428,395,657,59,10,53,12,32,0,3
CA-514,Fresno City & County/Madera County CoC,Sheltered and Unsheltered Count,2022,1878,455,71,1352,865,998,11,3,932,946,1167,332,91,72,12,204,2338,9,58,2271,665,1656,5,10,1231,1107,1377,273,39,233,23,393,1,2
CA-515,"Roseville, Rocklin/Placer County CoC",Sheltered and Unsheltered Count,2022,342,58,21,263,168,172,1,1,277,65,268,43,8,7,2,14,408,1,22,385,111,295,0,2,363,45,347,18,6,12,4,21,0,0
CA-516,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Sheltered and Unsheltered Count,2022,741,185,37,519,307,434,0,0,666,75,567,21,2,73,7,71,1096,33,60,1003,398,689,1,1,999,97,867,30,8,135,6,50,0,7
CA-517,Napa City & County CoC,Sheltered and Unsheltered Count,2022,129,14,10,105,50,78,1,0,101,28,96,13,1,11,1,7,366,3,19,344,120,243,0,3,265,101,319,20,0,15,3,9,0,0
CA-518,Vallejo/Solano County CoC,Sheltered and Unsheltered Count,2022,259,37,42,180,92,166,1,0,210,49,92,111,2,7,3,44,920,28,25,867,295,605,0,10,750,170,512,281,11,13,56,47,0,10
CA-519,"Chico, Paradise/Butte County CoC",Sheltered and Unsheltered Count,2022,418,92,28,298,196,219,1,2,327,91,344,13,8,19,1,33,588,3,16,569,217,362,1,6,504,84,451,21,11,39,7,59,0,2
CA-520,Merced City & County CoC,Sheltered and Unsheltered Count,2022,487,146,37,304,214,272,1,0,346,141,286,117,19,9,1,55,368,6,26,336,102,264,2,0,140,228,238,4,8,41,0,77,0,0
CA-521,"Davis, Woodland/Yolo County CoC",Sheltered and Unsheltered Count,2022,368,87,38,243,183,184,1,0,271,97,231,89,6,19,7,16,378,4,9,365,89,289,0,0,257,121,262,47,10,52,7,0,0,0
CA-522,Humboldt County CoC,Sheltered and Unsheltered Count,2022,339,41,15,283,110,226,1,2,300,39,252,7,2,39,11,28,1309,6,46,1257,344,955,5,5,1223,86,1074,48,0,101,5,81,0,0
CA-523,"Colusa, Glenn, Trinity Counties CoC",Sheltered and Unsheltered Count,2022,144,60,8,76,75,69,0,0,119,25,131,1,0,3,0,9,196,47,8,141,86,110,0,0,148,48,161,4,1,4,2,24,0,0
CA-524,Yuba City & County/Sutter County CoC,Sheltered-Only Count,2022,255,64,12,179,123,131,0,0,216,39,182,21,5,9,1,37,839,212,52,575,395,443,1,0,677,162,502,89,4,44,2,198,1,0
